시간,군남방류,한탄강방류,방류량합계,임진수위,삼화수위,비룡수위,통일수위
202008031710 ,1657.51,1935.112,3592.622,3.46,12.32,7.32,5.07
202008031720 ,1654.7,1932.285,3586.985,3.52,12.28,7.27,5.06
202008031730 ,1648.6,1928.083,3576.683,3.49,12.24,7.22,5.03
202008031740 ,1651.04,1924.381,3575.421,3.38,12.19,7.18,5.01
202008031750 ,1656.35,1919.993,3576.343,3.4,12.1,7.13,5.02
202008031800 ,1659.65,1915.81,3575.46,3.38,12.09,7.08,5
202008031810 ,1656.35,1911.975,3568.325,3.33,12.04,7.03,5.01
202008031820 ,1659.16,1907.798,3566.958,3.34,12.07,6.98,5.03
202008031830 ,1660.87,1903.546,3564.416,3.3,11.99,6.95,5.07
202008031840 ,1660.87,1898.951,3559.821,3.31,11.91,6.9,5.1
202008031850 ,1657.45,1894.153,3551.603,3.29,11.85,6.86,5.13
202008031900 ,1654.09,1889.244,3543.334,3.31,11.8,6.82,5.15
202008031910 ,1655.13,1901.847,3556.977,3.28,11.82,6.78,5.16
202008031920 ,1652.26,1918.871,3571.131,3.26,11.75,6.74,5.14
202008031930 ,1649.33,1913.487,3562.817,3.3,11.74,6.7,5.14
202008031940 ,1643.47,1908.349,3551.819,3.27,11.65,6.66,5.15
202008031950 ,1640.05,1902.561,3542.611,3.23,11.68,6.62,5.13
202008032000 ,1665.95,1896.801,3562.751,3.25,11.61,6.59,5.1
202008032010 ,1662.92,1890.947,3553.867,3.27,11.63,6.55,5.05
202008032020 ,1643.84,1889.968,3533.808,3.19,11.57,6.51,5.03
202008032030 ,1625.73,1909.907,3535.637,3.19,11.55,6.48,4.98
202008032040 ,1616,1915.087,3531.087,3.2,11.52,6.44,4.96
202008032050 ,1602.27,1911.996,3514.266,3.2,11.45,6.42,4.93
202008032100 ,1592.78,1904.976,3497.756,3.2,11.46,6.38,4.9
202008032110 ,1583.71,1894.86,3478.57,3.15,11.44,6.35,4.89
202008032120 ,1577.42,1887.704,3465.124,3.13,11.41,6.33,4.86
202008032130 ,1566.47,1897.188,3463.658,3.14,11.38,6.29,4.84
202008032140 ,1557.71,1903.082,3460.792,3.16,11.32,6.27,4.8
202008032150 ,1552.6,1895.08,3447.68,3.12,11.29,6.23,4.78
202008032200 ,1549.3,1887.03,3436.33,3.14,11.26,6.21,4.75
202008032210 ,1547.32,1893.61,3440.93,3.07,11.26,6.18,4.74
202008032220 ,1545.93,1909.833,3455.763,3.07,11.24,6.16,4.7
202008032230 ,1551.35,1905.393,3456.743,3.02,11.21,6.13,4.68
202008032240 ,1558.44,1897.469,3455.909,3.06,11.22,6.1,4.64
202008032250 ,1570.85,1897.131,3467.981,3.04,11.18,6.07,4.63
202008032300 ,1577.35,1908.352,3485.702,3.06,11.16,6.04,4.6
202008032310 ,1594.97,1899.875,3494.845,3.03,11.12,6.02,4.59
202008032320 ,1613.15,1888.716,3501.866,3.06,11.06,5.99,4.56
202008032330 ,1626.39,1879.762,3506.152,3.09,11.11,5.97,4.54
202008032340 ,1650.79,1889.173,3539.963,3.04,11.04,5.94,4.52
202008032350 ,1676.06,1899.592,3575.652,3.11,11.04,5.93,4.5
202008032400 ,1695.64,1907.48,3603.12,3.11,11.03,5.91,4.48
202008040010 ,1719.42,1919.605,3639.025,3.1,11.04,5.89,4.46
202008040020 ,1738.58,1911.894,3650.474,3.13,11.05,5.87,4.44
202008040030 ,1753.3,1897.658,3650.958,3.17,11.01,5.86,4.42
202008040040 ,1768.16,1885.827,3653.987,3.16,11.03,5.84,4.4
202008040050 ,1776.87,1873.315,3650.185,3.16,11.04,5.84,4.39
202008040100 ,1791.91,1859.946,3651.856,3.25,11.1,5.83,4.37
202008040110 ,1804.34,1846.324,3650.664,3.21,11.06,5.82,4.34
202008040120 ,1816.85,1832.29,3649.14,3.25,11.06,5.81,4.33
202008040130 ,1821.42,1818.551,3639.971,3.19,11.09,5.81,4.31
202008040140 ,1832.33,1802.944,3635.274,3.32,11.06,5.8,4.29
202008040150 ,1830.44,1788.814,3619.254,3.3,11.08,5.8,4.28
202008040200 ,1838.43,1772.876,3611.306,3.29,11.07,5.8,4.26
202008040210 ,1840.26,1757.976,3598.236,3.28,11.1,5.8,4.24
202008040220 ,1839.65,1742.64,3582.29,3.26,11.09,5.8,4.23
202008040230 ,1839.04,1727.343,3566.383,3.31,11.09,5.8,4.22
202008040240 ,1835.38,1711.305,3546.685,3.3,11.1,5.79,4.19
202008040250 ,1830.44,1697.207,3527.647,3.32,11.07,5.79,4.19
202008040300 ,1824.59,1681.824,3506.414,3.26,11.04,5.79,4.17
202008040310 ,1819.47,1665.486,3484.956,3.3,11.05,5.79,4.17
202008040320 ,1812.27,1648.754,3461.024,3.3,11.08,5.77,4.15
202008040330 ,1805.82,1633.302,3439.122,3.32,11.02,5.77,4.14
202008040340 ,1800.92,1616.571,3417.491,3.29,11.05,5.77,4.14
202008040350 ,1791.85,1598.386,3390.236,3.31,11,5.76,4.14
202008040400 ,1780.95,1579.663,3360.613,3.28,11.01,5.75,4.12
202008040410 ,1772.18,1561.535,3333.715,3.22,10.99,5.75,4.11
202008040420 ,1765.48,1544.108,3309.588,3.28,10.99,5.74,4.1
202008040430 ,1757.44,1525.401,3282.841,3.24,10.97,5.73,4.1
202008040440 ,1748.37,1507.937,3256.307,3.25,10.94,5.72,4.09
202008040450 ,1740.95,1489.126,3230.076,3.2,10.95,5.71,4.09
202008040500 ,1732.74,1470.228,3202.968,3.26,10.89,5.69,4.09
202008040510 ,1718.81,1448.347,3167.157,3.18,10.89,5.68,4.08
202008040520 ,1714.19,1428.1,3142.29,3.22,10.86,5.66,4.07
202008040530 ,1702.21,1406.005,3108.215,3.16,10.81,5.64,4.06
202008040540 ,1698.56,1386.651,3085.211,3.18,10.8,5.63,4.06
202008040550 ,1684.21,1363.815,3048.025,3.14,10.77,5.61,4.06
202008040600 ,1681.9,1340.969,3022.869,3.17,10.71,5.59,4.22
202008040610 ,1673.87,1320.881,2994.751,3.19,10.64,5.57,4.36
202008040620 ,1668.76,1300.816,2969.576,3.14,10.64,5.56,4.53
202008040630 ,1676.79,1279.543,2956.333,3.19,10.66,5.54,4.68
202008040640 ,1672.41,1258.139,2930.549,3.17,10.61,5.51,4.83
202008040650 ,1670.22,1231.919,2902.139,3.1,10.61,5.49,4.91
202008040700 ,1670.22,1207.135,2877.355,3.13,10.56,5.47,4.98
202008040710 ,1668.03,1182.782,2850.812,3.11,10.52,5.45,5.04
202008040720 ,1673.87,1157.914,2831.784,3.11,10.52,5.43,5.07
202008040730 ,1668.03,1133.368,2801.398,3.1,10.47,5.4,5.09
202008040740 ,1667.3,1109.125,2776.425,3.13,10.46,5.39,5.1
202008040750 ,1670.22,1084.809,2755.029,3.1,10.44,5.36,5.09
202008040800 ,1667.3,1057.663,2724.963,3.12,10.4,5.34,5.07
202008040810 ,1665.84,1027.887,2693.727,3.09,10.4,5.32,5.03
202008040820 ,1666.57,997.905,2664.475,3.11,10.32,5.3,5
202008040830 ,1669.49,970.85,2640.34,3.11,10.3,5.28,4.95
202008040840 ,1668.76,942.913,2611.673,3.09,10.27,5.26,4.91
202008040850 ,1666.57,917.217,2583.787,3.1,10.21,5.24,4.84
202008040900 ,1666.57,892.454,2559.024,3.1,10.22,5.22,4.78
202008040910 ,1667.3,869.933,2537.233,3.12,10.17,5.2,4.7
202008040920 ,1668.03,848.042,2516.072,3.1,10.16,5.18,4.64
202008040930 ,1670.22,826.795,2497.015,3.06,10.13,5.16,4.58
202008040940 ,1672.41,808.267,2480.677,3.05,10.11,5.14,4.53
202008040950 ,1673.87,791.459,2465.329,3.12,10.06,5.12,4.47
202008041000 ,1676.79,774.505,2451.295,3.07,10.05,5.1,4.43
202008041010 ,1674.6,759.351,2433.951,3.07,10.05,5.08,4.38
202008041020 ,1681.9,744.257,2426.157,3.13,10.02,5.06,4.33
202008041030 ,1686.64,730.992,2417.632,3.1,10.02,5.05,4.29
202008041040 ,1692.72,719.829,2412.549,3.07,10.01,5.02,4.25
202008041050 ,1696.37,707.908,2404.278,3.09,9.94,5,4.2
202008041100 ,1706.59,697.477,2404.067,3.07,9.99,4.99,4.15
202008041110 ,1714.07,688.01,2402.08,3.08,9.93,4.97,4.12
202008041120 ,1726.9,679.242,2406.142,3.13,9.92,4.96,4.08
202008041130 ,1735.66,671.391,2407.051,3.11,9.93,4.94,4.04
202008041140 ,1744.66,665.554,2410.214,3.15,9.9,4.93,4.01
202008041150 ,1753.42,660.474,2413.894,3.1,9.91,4.92,3.98
202008041200 ,1758.11,655.261,2413.371,3.13,9.91,4.91,3.95
202008041210 ,1763.47,651.947,2415.417,3.12,9.87,4.9,3.92
202008041220 ,1764.81,650.103,2414.913,3.16,9.89,4.89,3.89
202008041230 ,1772.18,648.764,2420.944,3.14,9.9,4.88,3.86
202008041240 ,1776.2,650.033,2426.233,3.17,9.94,4.87,3.84
202008041250 ,1780.22,652.511,2432.731,3.13,9.92,4.87,3.82
202008041300 ,1776.2,656.883,2433.083,3.17,9.97,4.87,3.79
202008041310 ,1778.21,670.115,2448.325,3.16,9.96,4.88,3.77
202008041320 ,1767.49,696.577,2464.067,3.17,10,4.89,3.75
202008041330 ,1760.79,738.708,2499.498,3.16,10.06,4.9,3.73
202008041340 ,1751.41,789.674,2541.084,3.16,10.07,4.91,3.72
202008041350 ,1748.25,849.176,2597.426,3.19,10.13,4.93,3.7
202008041400 ,1743.87,913.402,2657.272,3.19,10.17,4.95,3.69
202008041410 ,1738.58,974.329,2712.909,3.13,10.21,4.97,3.67
202008041420 ,1739.37,1033.968,2773.338,3.17,10.26,4.99,3.66
202008041430 ,1734.93,1083.276,2818.206,3.15,10.27,5.02,3.64
202008041440 ,1738.58,1124.264,2862.844,3.16,10.27,5.04,3.64
202008041450 ,1763.35,1162.394,2925.744,3.16,10.27,5.07,3.63
202008041500 ,1814.45,1197.148,3011.598,3.19,10.27,5.1,3.63
202008041510 ,1866.23,1228.857,3095.087,3.19,10.52,5.13,3.63
202008041520 ,1909.87,1258.51,3168.38,3.24,10.57,5.17,3.62
202008041530 ,1931.31,1282.581,3213.891,3.26,10.64,5.21,3.62
202008041540 ,1944.18,1302.936,3247.116,3.26,10.74,5.25,3.62
202008041550 ,1953.33,1322.688,3276.018,3.31,10.83,5.31,3.62
202008041600 ,1958.27,1339.526,3297.796,3.31,10.91,5.36,3.63
202008041610 ,1964.3,1355.146,3319.446,3.34,11.03,5.43,3.64
202008041620 ,1964.98,1372.949,3337.929,3.38,11.13,5.5,3.64
202008041630 ,1960.28,1388.417,3348.697,3.42,11.23,5.57,3.65
202008041640 ,1954.55,1403.734,3358.284,3.42,11.34,5.65,3.67
202008041650 ,1942.89,1419.773,3362.663,3.41,11.46,5.71,3.69
202008041700 ,1930.5,1437.689,3368.189,3.44,11.51,5.79,3.7
202008041710 ,1916.91,1455.705,3372.615,3.44,11.61,5.86,3.72
202008041720 ,1902.17,1475.207,3377.377,3.43,11.65,5.94,3.75
202008041730 ,1889.24,1493.906,3383.146,3.41,11.71,5.99,3.77
202008041740 ,1878.12,1511.853,3389.973,3.45,11.73,6.05,3.8
202008041750 ,1865.62,1531.201,3396.821,3.43,11.79,6.11,3.83
202008041800 ,1861.66,1551.521,3413.181,3.5,11.81,6.15,3.86
202008041810 ,1854.89,1568.828,3423.718,3.46,11.82,6.19,3.9
202008041820 ,1851.84,1589.472,3441.312,3.51,11.83,6.23,3.94
202008041830 ,1857.33,1609,3466.33,3.45,11.82,6.26,3.99
202008041840 ,1859.77,1627.346,3487.116,3.43,11.83,6.29,4.11
202008041850 ,1866.29,1646.369,3512.659,3.44,11.84,6.31,4.23
202008041900 ,1878.73,1661.594,3540.324,3.41,11.81,6.33,4.34
202008041910 ,1895.01,1675.329,3570.339,3.44,11.81,6.34,4.46
202008041920 ,1905.46,1691.093,3596.553,3.43,11.79,6.35,4.56
202008041930 ,1922.11,1706.572,3628.682,3.46,11.77,6.35,4.65
202008041940 ,1945.87,1721.198,3667.068,3.46,11.74,6.36,4.72
202008041950 ,1962.99,1735.406,3698.396,3.5,11.74,6.38,4.77
202008042000 ,1983.37,1748.951,3732.321,3.57,11.76,6.37,4.82
202008042010 ,2005.12,1761.868,3766.988,3.45,11.74,6.38,4.85
202008042020 ,2026.06,1775.25,3801.31,3.57,11.74,6.38,4.87
202008042030 ,2064.24,1788.393,3852.633,3.52,11.73,6.39,4.88
202008042040 ,2106.37,1803.381,3909.751,3.52,11.75,6.39,4.88
202008042050 ,2148.51,1815.514,3964.024,3.56,11.74,6.4,4.88
202008042100 ,2188.26,1826.584,4014.844,3.53,11.73,6.4,4.87
202008042110 ,2226.75,1838.312,4065.062,3.54,11.75,6.41,4.85
202008042120 ,2261.51,1848.11,4109.62,3.55,11.76,6.42,4.85
202008042130 ,2291.35,1857.974,4149.324,3.58,11.75,6.42,4.84
202008042140 ,2320.45,1865.55,4186,3.57,11.74,6.43,4.83
202008042150 ,2346.94,1874.9,4221.84,3.6,11.78,6.42,4.81
202008042200 ,2371.58,1883.426,4255.006,3.63,11.75,6.43,4.8
202008042210 ,2399.12,1891.557,4290.677,3.63,11.74,6.43,4.79
202008042220 ,2425.58,1896.219,4321.799,3.62,11.76,6.43,4.79
202008042230 ,2447.3,1905.625,4352.925,3.65,11.75,6.43,4.78
202008042240 ,2468.9,1911.645,4380.545,3.71,11.75,6.44,4.77
202008042250 ,2494.46,1918.707,4413.167,3.73,11.76,6.44,4.77
202008042300 ,2514.53,1922.892,4437.422,3.68,11.76,6.45,4.76
202008042310 ,2535.67,1918.975,4454.645,3.71,11.8,6.45,4.75
202008042320 ,2557.01,1915.278,4472.288,3.76,11.81,6.45,4.75
202008042330 ,2576.44,1921.819,4498.259,3.77,11.79,6.45,4.74
202008042340 ,2593.54,1927.086,4520.626,3.76,11.84,6.45,4.74
202008042350 ,2609.2,1917.198,4526.398,3.79,11.79,6.46,4.73
202008042400 ,2623.99,1893.212,4517.202,3.85,11.84,6.47,4.73
202008050010 ,2638.55,1902.038,4540.588,3.88,11.85,6.47,4.72
202008050020 ,2653.85,1909.582,4563.432,3.85,11.83,6.48,4.72
202008050030 ,2666.72,1916.17,4582.89,3.91,11.83,6.48,4.72
202008050040 ,2680.82,1920.57,4601.39,3.84,11.88,6.48,4.72
202008050050 ,2694.61,1915.154,4609.764,3.92,11.86,6.49,4.72
202008050100 ,2711.67,1877.39,4589.06,3.92,11.86,6.49,4.72
202008050110 ,2728.27,1885.112,4613.382,3.94,11.92,6.49,4.72
202008050120 ,2747.56,1889.937,4637.497,3.96,11.86,6.5,4.72
202008050130 ,2768.44,1894.878,4663.318,3.98,11.89,6.5,4.72
202008050140 ,2792.24,1900.385,4692.625,4.02,11.9,6.5,4.72
202008050150 ,2815.27,1904.407,4719.677,3.99,11.89,6.52,4.72
202008050200 ,2842.92,1904.28,4747.2,3.99,11.92,6.51,4.72
202008050210 ,2869.84,1881.91,4751.75,3.96,11.9,6.51,4.72
202008050220 ,2901.16,1888.039,4789.199,4.03,11.93,6.52,4.72
202008050230 ,2931.79,1894.351,4826.141,4.07,11.91,6.52,4.73
202008050240 ,2964.51,1899.755,4864.265,4.07,11.92,6.52,4.73
202008050250 ,2993.35,1902.15,4895.5,4.13,11.92,6.53,4.73
202008050300 ,3024.57,1905.896,4930.466,4.08,11.96,6.53,4.73
202008050310 ,3053.93,1909.909,4963.839,4.16,11.96,6.53,4.74
202008050320 ,3084.452,1887.367,4971.819,4.16,11.98,6.54,4.74
202008050330 ,3111.868,1883.993,4995.861,4.15,11.97,6.54,4.75
202008050340 ,3140.05,1889.309,5029.359,4.25,11.96,6.54,4.75
202008050350 ,3166.673,1893.49,5060.163,4.24,11.99,6.56,4.75
202008050400 ,3191.718,1898.826,5090.544,4.28,12.01,6.56,4.75
202008050410 ,3216.007,1902.437,5118.444,4.31,12.05,6.57,4.76
202008050420 ,3241.319,1904.857,5146.176,4.25,12.05,6.57,4.76
202008050430 ,3268.638,1908.608,5177.246,4.36,12.09,6.59,4.76
202008050440 ,3294.636,1911.788,5206.424,4.35,12.07,6.6,4.77
202008050450 ,3316.477,1890.763,5207.24,4.37,12.11,6.61,4.77
202008050500 ,3339.335,1888.112,5227.447,4.41,12.11,6.62,4.78
202008050510 ,3362.33,1892.416,5254.746,4.43,12.14,6.63,4.78
202008050520 ,3380.81,1895.03,5275.84,4.41,12.19,6.64,4.79
202008050530 ,3399.921,1897.269,5297.19,4.45,12.18,6.65,4.79
202008050540 ,3419.005,1899.076,5318.081,4.47,12.22,6.66,4.79
202008050550 ,3434.212,1900.609,5334.821,4.47,12.21,6.68,4.79
202008050600 ,3449.281,1901.886,5351.167,4.46,12.24,6.69,4.8
202008050610 ,3462.774,1904.977,5367.751,4.52,12.26,6.7,4.81
202008050620 ,3477.346,1904.054,5381.4,4.54,12.26,6.72,4.82
202008050630 ,3490.459,1906.675,5397.134,4.57,12.29,6.72,4.83
202008050640 ,3500.094,1905.255,5405.349,4.59,12.27,6.74,4.88
202008050650 ,3510.527,1904.796,5415.323,4.58,12.3,6.75,4.96
202008050700 ,3518.971,1904.655,5423.626,4.63,12.31,6.76,5.03
202008050710 ,3525.845,1904.515,5430.36,4.64,12.34,6.78,5.13
202008050720 ,3533.567,1904.225,5437.792,4.64,12.33,6.79,5.22
202008050730 ,3540.606,1903.839,5444.445,4.63,12.32,6.8,5.3
202008050740 ,3548.096,1903.468,5451.564,4.64,12.35,6.82,5.37
202008050750 ,3555.641,1902.687,5458.328,4.67,12.37,6.83,5.42
202008050800 ,3562.289,1902.291,5464.58,4.71,12.37,6.84,5.48
202008050810 ,3570.437,1901.135,5471.572,4.7,12.42,6.85,5.53
202008050820 ,3578.465,1900.233,5478.698,4.7,12.4,6.86,5.57
202008050830 ,3592.429,1899.332,5491.761,4.75,12.46,6.88,5.6
202008050840 ,3656.808,1898.581,5555.389,4.78,12.41,6.89,5.63
202008050850 ,3718.135,1897.644,5615.779,4.79,12.41,6.92,5.64
202008050900 ,3751.37,1896.683,5648.053,4.8,12.45,6.94,5.65
202008050910 ,3766.462,1895.831,5662.293,4.86,12.52,6.95,5.64
202008050920 ,3783.745,1894.93,5678.675,4.89,12.52,6.97,5.63
202008050930 ,3805.487,1894.079,5699.566,4.92,12.53,6.99,5.62
202008050940 ,3829.089,1893.598,5722.687,5.01,12.57,7.02,5.59
202008050950 ,3852.799,1892.901,5745.7,4.97,12.64,7.05,5.57
202008051000 ,3963.522,1892.171,5855.693,5.01,12.68,7.08,5.54
202008051010 ,4126.119,1891.99,6018.109,5.07,12.72,7.12,5.52
202008051020 ,4143.7,1891.379,6035.079,5.12,12.83,7.15,5.51
202008051030 ,4166.5,1891.244,6057.744,5.17,12.83,7.18,5.48
202008051040 ,4196.474,1891.259,6087.733,5.23,12.88,7.21,5.47
202008051050 ,4227.851,1891.394,6119.245,5.27,12.93,7.24,5.46
202008051100 ,4285.842,1891.92,6177.762,5.32,13.03,7.29,5.45
202008051110 ,4589.124,1892.511,6481.635,5.38,13.06,7.33,5.45
202008051120 ,4683.983,1893.497,6577.48,5.48,13.09,7.37,5.45
202008051130 ,4723.07,1894.519,6617.589,5.54,13.23,7.42,5.44
202008051140 ,4773.025,1896.187,6669.212,5.61,13.26,7.46,5.42
202008051150 ,4864.85,1897.834,6762.684,5.71,13.43,7.51,5.42
202008051200 ,5134.514,1900.048,7034.562,5.78,13.45,7.56,5.42
202008051210 ,5421.398,1902.276,7323.674,5.89,13.48,7.62,5.42
202008051220 ,5585.883,1904.78,7490.663,6.03,13.62,7.66,5.43
202008051230 ,5770.67,1907.88,7678.55,6.15,13.76,7.73,5.44
202008051240 ,5920.25,1911.486,7831.736,6.32,13.87,7.81,5.45
202008051250 ,6093.295,1915.528,8008.823,6.44,13.98,7.88,5.46
202008051300 ,6288.152,1890.03,8178.182,6.58,14.08,7.96,5.47
202008051310 ,6481.085,1891.937,8373.022,6.71,14.23,8.02,5.48
202008051320 ,6699.142,1898.08,8597.222,6.84,14.34,8.11,5.5
202008051330 ,6870.732,1903.153,8773.885,7.04,14.45,8.2,5.52
202008051340 ,7054.545,1908.369,8962.914,7.19,14.55,8.28,5.55
202008051350 ,7221.483,1913.887,9135.37,7.39,14.73,8.39,5.57
202008051400 ,7385.823,1908.92,9294.743,7.54,14.85,8.48,5.6
202008051410 ,7520.66,1908.385,9429.045,7.77,15,8.58,5.64
202008051420 ,7702.358,1908.287,9610.645,7.94,15.11,8.67,5.67
202008051430 ,7921.905,1905.655,9827.56,8.1,15.24,8.81,5.71
202008051440 ,8082.131,1909.894,9992.025,8.26,15.4,8.89,5.75
202008051450 ,8355.512,1905.513,10261.025,8.4,15.56,8.99,5.79
202008051500 ,8562.447,1905.686,10468.133,8.56,15.64,9.11,5.83
202008051510 ,8770.468,1904.413,10674.881,8.73,15.78,9.22,5.88
202008051520 ,8934.765,1907.721,10842.486,8.89,15.91,9.33,5.93
202008051530 ,9035.672,1905.806,10941.478,9.01,16.01,9.43,5.98
202008051540 ,9003.24,1903.29,10906.53,9.15,16.14,9.53,6.02
202008051550 ,9025.579,1903.139,10928.718,9.25,16.28,9.65,6.07
202008051600 ,9192.541,1906.98,11099.521,9.32,16.39,9.73,6.12
202008051610 ,9377.437,1902.724,11280.161,9.43,16.47,9.85,6.18
202008051620 ,9848.376,1902.517,11750.893,9.54,16.59,9.94,6.23
202008051630 ,10016.576,1901.25,11917.826,9.64,16.65,10.03,6.28
202008051640 ,10157.784,1831.295,11989.079,9.83,16.77,10.12,6.34
202008051650 ,10360.053,1714.434,12074.487,9.92,16.87,10.21,6.38
202008051700 ,10935.573,1704.863,12640.436,10.1,16.96,10.29,6.44
202008051710 ,10968.018,1704.671,12672.689,10.24,17.06,10.4,6.5
202008051720 ,10893.275,1703.657,12596.932,10.4,17.18,10.46,6.55
202008051730 ,10994.154,1703.979,12698.133,10.45,17.23,10.56,6.6
202008051740 ,11118.224,1698.779,12817.003,10.57,17.37,10.65,6.66
202008051750 ,11032.582,1701.628,12734.21,10.64,17.43,10.75,6.71
202008051800 ,10943.36,1707.214,12650.574,10.75,17.57,10.83,6.76
202008051810 ,10962.052,1706.142,12668.194,10.76,17.58,10.89,6.8
202008051820 ,10974.196,1704.554,12678.75,10.86,17.68,11,6.85
202008051830 ,10935.647,1705.585,12641.232,10.9,17.76,11.06,6.91
202008051840 ,10952.774,1704.334,12657.108,10.9,17.73,11.15,6.96
202008051850 ,10981.387,1704.023,12685.41,10.95,17.85,11.21,7.01
202008051900 ,11083.568,1705.835,12789.403,10.99,17.84,11.31,7.07
202008051910 ,11805.5,1698.604,13504.104,11.08,17.91,11.35,7.12
202008051920 ,12620.869,1581.246,14202.115,11.24,17.94,11.4,7.17
202008051930 ,13480.403,1506.871,14987.274,11.45,18.1,11.48,7.25
202008051940 ,13414.562,1505.617,14920.179,11.65,18.17,11.54,7.33
202008051950 ,13171.912,1498.919,14670.831,11.71,18.38,11.58,7.41
202008052000 ,13172.665,1390.948,14563.613,11.83,18.34,11.7,7.49
202008052010 ,13171.912,1318.44,14490.352,11.84,18.48,11.77,7.57
202008052020 ,13410.779,1323.049,14733.828,11.93,18.55,11.85,7.63
202008052030 ,13529.592,1324.817,14854.409,11.93,18.68,11.9,7.71
202008052040 ,13551.912,1328.35,14880.262,11.93,18.7,12.02,7.78
202008052050 ,13559.172,1330.897,14890.069,11.93,18.74,12.06,7.87
202008052100 ,13756.392,1333.861,15090.253,11.93,18.87,12.11,7.92
202008052110 ,13770.912,1336.632,15107.544,11.93,18.89,12.21,7.98
202008052120 ,13770.912,1339.299,15110.211,11.93,19.05,12.27,8.04
202008052130 ,13770.912,1341.823,15112.735,11.93,18.85,12.37,8.1
202008052140 ,13770.912,1386.623,15157.535,11.93,19.13,12.38,8.15
202008052150 ,13770.912,1461.707,15232.619,11.93,18.98,12.47,8.19
202008052200 ,13770.912,1657.882,15428.794,11.93,19.15,12.51,8.22
202008052210 ,13770.912,1853.247,15624.159,11.93,19.25,12.59,8.25
202008052220 ,13770.912,1909.666,15680.578,11.93,19.13,12.64,8.27
202008052230 ,13770.912,1914.643,15685.555,11.93,19.01,12.69,8.32
202008052240 ,13774.062,1923.3,15697.362,11.93,19.23,12.74,8.35
202008052250 ,13781.412,1925.254,15706.666,11.93,19.24,12.81,8.38
202008052300 ,13781.412,1926.823,15708.235,11.93,19.37,12.82,8.4
202008052310 ,13781.412,1928.359,15709.771,11.93,19.31,12.89,8.44
202008052320 ,13781.412,1923.666,15705.078,11.93,19.38,12.93,8.46
202008052330 ,13781.412,1921.108,15702.52,11.93,19.48,12.97,8.47
202008052340 ,13781.412,1922.315,15703.727,11.93,19.32,13.01,8.5
202008052350 ,13770.709,1923.472,15694.181,11.93,19.61,13.08,8.52
202008052400 ,13746.893,1924.669,15671.562,11.93,19.55,13.12,8.55
202008060010 ,13723.861,1925.124,15648.985,11.93,19.6,13.15,8.58
202008060020 ,13694.746,1920.712,15615.458,11.93,19.52,13.21,8.58
202008060030 ,13537.075,1918.452,15455.527,11.93,19.51,13.23,8.62
202008060040 ,13503.103,1918.247,15421.35,11.93,19.4,13.28,8.61
202008060050 ,13418.878,1914.331,15333.209,11.93,19.53,13.31,8.64
202008060100 ,13396.585,1915.177,15311.762,11.93,19.7,13.33,8.67
202008060110 ,13268.908,1915.723,15184.631,11.93,19.63,13.38,8.7
202008060120 ,13151.476,1916.838,15068.314,11.93,19.67,13.41,8.73
202008060130 ,13132.969,1912.739,15045.708,11.93,19.78,13.42,8.78
202008060140 ,13110.362,1911.731,15022.093,11.93,19.73,13.44,8.81
202008060150 ,12879.105,1911.565,14790.67,11.93,19.73,13.47,8.82
202008060200 ,12646.813,1911.734,14558.547,11.93,19.64,13.48,8.84
202008060210 ,12641.49,1912.519,14554.009,11.93,19.73,13.52,8.86
202008060220 ,12530.577,1912.459,14443.036,11.93,19.7,13.53,8.89
202008060230 ,12316.555,1912.734,14229.289,11.93,19.67,13.52,8.91
202008060240 ,12071.679,1912.709,13984.388,11.93,19.69,13.54,8.92
202008060250 ,12079.962,1912.633,13992.595,11.93,19.4,13.52,8.92
202008060300 ,12086.595,1914.452,14001.047,11.93,19.62,13.54,8.96
202008060310 ,12040.253,1920.283,13960.536,11.93,19.55,13.5,8.98
202008060320 ,11937.017,1919.991,13857.008,11.93,19.56,13.54,9
202008060330 ,11935.577,1919.832,13855.409,11.93,19.49,13.52,9.01
202008060340 ,11616.691,1919.411,13536.102,11.93,19.52,13.49,9.02
202008060350 ,11566.293,1919.242,13485.535,11.93,19.55,13.49,9.04
202008060400 ,11336.7,1918.784,13255.484,11.9,19.38,13.47,9.05
202008060410 ,11129.313,1918.529,13047.842,11.82,19.44,13.48,9.08
202008060420 ,11152.111,1918.097,13070.208,11.72,19.37,13.47,9.08
202008060430 ,11166.364,1917.633,13083.997,11.7,19.31,13.46,9.1
202008060440 ,11171.44,1917.372,13088.812,11.7,19.3,13.43,9.12
202008060450 ,11115.01,1916.94,13031.95,11.69,19.26,13.41,9.11
202008060500 ,11022.279,1916.457,12938.736,11.64,19.26,13.41,9.13
202008060510 ,11024.179,1916.111,12940.29,11.59,19.19,13.39,9.13
202008060520 ,11220.743,1915.738,13136.481,11.55,19.18,13.38,9.14
202008060530 ,11315.278,1915.26,13230.538,11.54,19.13,13.35,9.15
202008060540 ,11287.182,1915.059,13202.241,11.54,19.12,13.34,9.15
202008060550 ,11260.106,1914.738,13174.844,11.53,19.16,13.32,9.16
202008060600 ,11229.223,1914.522,13143.745,11.53,19.16,13.33,9.16
202008060610 ,11196.737,1914.432,13111.169,11.53,19.15,13.34,9.15
202008060620 ,11165.435,1914.25,13079.685,11.49,19.12,13.31,9.13
