시간,군남방류,한탄강방류,방류량합계,임진수위,삼화수위,비룡수위,통일수위
202008120530 ,2069.88,587.791,2657.671,3.53,10.01,4.94,4.3
202008120540 ,2067.3,582.851,2650.151,3.52,9.98,4.93,4.27
202008120550 ,2064.93,577.73,2642.66,3.52,9.98,4.91,4.23
202008120600 ,2069.95,571.014,2640.964,3.51,9.95,4.88,4.2
202008120610 ,2064.14,564.911,2629.051,3.52,9.94,4.86,4.16
202008120620 ,2064.14,559.559,2623.699,3.52,9.93,4.83,4.13
202008120630 ,2062.56,555.261,2617.821,3.51,9.87,4.81,4.1
202008120640 ,2061.77,551.04,2612.81,3.5,9.86,4.8,4.07
202008120650 ,2060.19,545.726,2605.916,3.51,9.86,4.76,4.04
202008120700 ,2060.19,541.587,2601.777,3.53,9.83,4.76,4.01
202008120710 ,2056.24,537.467,2593.707,3.5,9.83,4.73,3.98
202008120720 ,2053.08,532.146,2585.226,3.53,9.81,4.72,3.95
202008120730 ,2053.87,528.139,2582.009,3.51,9.81,4.7,3.93
202008120740 ,2051.5,524.162,2575.662,3.51,9.78,4.69,3.9
202008120750 ,2045.97,520.131,2566.101,3.53,9.77,4.67,3.88
202008120800 ,2044.32,516.131,2560.451,3.52,9.75,4.64,3.85
202008120810 ,2043.6,512.222,2555.822,3.5,9.74,4.63,3.83
202008120820 ,2035.86,508.261,2544.121,3.5,9.71,4.62,3.8
202008120830 ,2034.27,504.601,2538.871,3.49,9.72,4.61,3.78
202008120840 ,2035,501.164,2536.164,3.48,9.69,4.58,3.76
202008120850 ,2032.21,497.602,2529.812,3.48,9.69,4.58,3.74
202008120900 ,2029.1,494.341,2523.441,3.49,9.67,4.56,3.72
202008120910 ,2028.37,491.162,2519.532,3.49,9.67,4.55,3.7
202008120920 ,2026.12,488.122,2514.242,3.47,9.64,4.53,3.68
202008120930 ,2019.8,483.81,2503.61,3.45,9.63,4.52,3.66
202008120940 ,2019.01,479.702,2498.712,3.48,9.6,4.5,3.64
202008120950 ,2014.27,475.641,2489.911,3.45,9.59,4.49,3.62
202008121000 ,2011.9,471.437,2483.337,3.47,9.58,4.47,3.61
202008121010 ,2011.04,467.281,2478.321,3.45,9.58,4.46,3.59
202008121020 ,2006.74,463.305,2470.045,3.46,9.57,4.45,3.58
202008121030 ,2001.72,459.197,2460.917,3.44,9.55,4.43,3.58
202008121040 ,1995.4,454.765,2450.165,3.46,9.55,4.42,3.57
202008121050 ,1995.4,450.752,2446.152,3.44,9.53,4.42,3.57
202008121100 ,1991.75,447.197,2438.947,3.43,9.53,4.4,3.57
202008121110 ,1988.1,442.674,2430.774,3.45,9.52,4.39,3.58
202008121120 ,1990.29,438.423,2428.713,3.44,9.5,4.38,3.58
202008121130 ,1977.83,434.219,2412.049,3.42,9.49,4.37,3.59
202008121140 ,1978.62,430.588,2409.208,3.43,9.47,4.35,3.59
202008121150 ,1972.3,426.384,2398.684,3.41,9.47,4.35,3.59
202008121200 ,1970.7,422.419,2393.119,3.4,9.44,4.33,3.59
202008121210 ,1961.14,418.597,2379.737,3.41,9.42,4.32,3.58
202008121220 ,1957.19,415.822,2373.012,3.4,9.42,4.31,3.58
202008121230 ,1954.82,410.869,2365.689,3.4,9.41,4.3,3.57
202008121240 ,1953.24,406.941,2360.181,3.39,9.39,4.29,3.56
202008121250 ,1946.09,403.343,2349.433,3.39,9.38,4.28,3.54
202008121300 ,1944.5,399.57,2344.07,3.41,9.36,4.27,3.53
202008121310 ,1938.13,395.748,2333.878,3.38,9.35,4.25,3.52
202008121320 ,1935.76,391.862,2327.622,3.37,9.34,4.24,3.5
202008121330 ,1929.44,388.278,2317.718,3.38,9.33,4.22,3.49
202008121340 ,1924.7,385.917,2310.617,3.37,9.32,4.22,3.47
202008121350 ,1921.78,382.525,2304.305,3.37,9.29,4.21,3.45
202008121400 ,1913.96,379.16,2293.12,3.38,9.28,4.2,3.44
202008121410 ,1912.24,376.219,2288.459,3.35,9.28,4.19,3.42
202008121420 ,1908.8,373.64,2282.44,3.35,9.26,4.19,3.4
202008121430 ,1900.9,369.674,2270.574,3.37,9.26,4.17,3.39
202008121440 ,1899.44,366.378,2265.818,3.34,9.24,4.16,3.37
202008121450 ,1895.79,364.229,2260.019,3.31,9.22,4.15,3.35
202008121500 ,1884.97,361.219,2246.189,3.33,9.21,4.14,3.33
202008121510 ,1885.76,358.257,2244.017,3.32,9.2,4.12,3.32
202008121520 ,1879.86,354.77,2234.63,3.33,9.17,4.11,3.3
202008121530 ,1873.66,351.712,2225.372,3.32,9.18,4.1,3.28
202008121540 ,1872.87,349.563,2222.433,3.31,9.15,4.08,3.27
202008121550 ,1867.58,347.126,2214.706,3.31,9.14,4.07,3.25
202008121600 ,1860.83,343.95,2204.78,3.3,9.12,4.07,3.24
202008121610 ,1857.67,340.518,2198.188,3.3,9.11,4.06,3.22
202008121620 ,1853.84,338.225,2192.065,3.29,9.1,4.05,3.21
202008121630 ,1851.65,335.932,2187.582,3.3,9.08,4.03,3.19
202008121640 ,1841.68,331.427,2173.107,3.27,9.07,4.03,3.18
202008121650 ,1839.37,328.756,2168.126,3.29,9.06,4.02,3.16
202008121700 ,1833.53,324.564,2158.094,3.27,9.05,4,3.15
202008121710 ,1825.69,321.747,2147.437,3.25,9.03,3.99,3.14
202008121720 ,1821.25,319.192,2140.442,3.28,9.01,3.98,3.13
202008121730 ,1818.33,314.344,2132.674,3.26,9,3.97,3.11
202008121740 ,1812.8,313.099,2125.899,3.27,8.99,3.96,3.09
202008121750 ,1808.02,310.61,2118.63,3.24,8.96,3.94,3.08
202008121800 ,1801.7,309.038,2110.738,3.24,8.96,3.93,3.07
202008121810 ,1796.59,307.662,2104.252,3.23,8.94,3.92,3.06
202008121820 ,1792.82,304.845,2097.665,3.22,8.92,3.91,3.04
202008121830 ,1786.5,302.879,2089.379,3.22,8.91,3.9,3.03
202008121840 ,1781.39,300.652,2082.042,3.21,8.89,3.89,3.02
202008121850 ,1777.01,298.818,2075.828,3.23,8.89,3.89,3.01
202008121900 ,1769.53,297.049,2066.579,3.22,8.87,3.87,3
202008121910 ,1764,295.542,2059.542,3.21,8.86,3.86,2.99
202008121920 ,1761.81,293.446,2055.256,3.18,8.85,3.85,2.97
202008121930 ,1757.43,291.808,2049.238,3.19,8.83,3.83,2.96
202008121940 ,1749.4,290.366,2039.766,3.2,8.82,3.83,2.95
202008121950 ,1745.45,287.877,2033.327,3.17,8.8,3.81,2.94
202008122000 ,1736.39,285.453,2021.843,3.17,8.79,3.8,2.93
202008122010 ,1734.93,284.536,2019.466,3.19,8.77,3.79,2.91
202008122020 ,1724.71,283.16,2007.87,3.17,8.76,3.78,2.9
202008122030 ,1714.86,282.309,1997.169,3.17,8.76,3.77,2.89
202008122040 ,1706.59,280.736,1987.326,3.15,8.74,3.76,2.88
202008122050 ,1694.18,279.753,1973.933,3.15,8.72,3.75,2.87
202008122100 ,1677.64,277.919,1955.559,3.15,8.7,3.74,2.86
202008122110 ,1657.08,275.037,1932.117,3.12,8.69,3.73,2.85
202008122120 ,1640.12,273.137,1913.257,3.12,8.68,3.72,2.84
202008122130 ,1618.05,271.63,1889.68,3.09,8.66,3.71,2.83
202008122140 ,1595.77,270.123,1865.893,3.08,8.64,3.7,2.82
202008122150 ,1566.47,267.961,1834.431,3.05,8.62,3.68,2.81
202008122200 ,1538.63,266.586,1805.216,3.02,8.6,3.67,2.79
202008122210 ,1508.43,265.19,1773.62,2.99,8.58,3.66,2.79
202008122220 ,1476.55,263.079,1739.629,2.99,8.55,3.64,2.78
202008122230 ,1448.73,261.703,1710.433,2.95,8.53,3.64,2.77
202008122240 ,1420.85,260.262,1681.112,2.9,8.49,3.62,2.76
202008122250 ,1390.56,259.28,1649.84,2.88,8.46,3.6,2.75
202008122300 ,1365.43,258.559,1623.989,2.83,8.42,3.58,2.75
202008122310 ,1339.03,257.323,1596.353,2.8,8.4,3.56,2.75
202008122320 ,1316.21,256.647,1572.857,2.8,8.36,3.53,2.75
202008122330 ,1296.81,254.831,1551.641,2.75,8.31,3.51,2.76
202008122340 ,1273.44,252.669,1526.109,2.75,8.27,3.49,2.77
202008122350 ,1255.6,251.573,1507.173,2.71,8.23,3.47,2.79
202008122400 ,1237.5,249.405,1486.905,2.69,8.18,3.43,2.81
202008130010 ,1222.16,247.946,1470.106,2.67,8.14,3.4,2.83
202008130020 ,1209.45,246.701,1456.151,2.61,8.09,3.38,2.85
202008130030 ,1198.3,245.343,1443.643,2.61,8.06,3.35,2.86
202008130040 ,1186.27,244.408,1430.678,2.57,8,3.32,2.88
202008130050 ,1178.4,243.5,1421.9,2.57,7.97,3.28,2.88
202008130100 ,1170,241.281,1411.281,2.55,7.93,3.26,2.89
202008130110 ,1162.7,239.691,1402.391,2.52,7.89,3.23,2.88
202008130120 ,1158.92,239.251,1398.171,2.53,7.85,3.2,2.87
202008130130 ,1152.5,237.923,1390.423,2.53,7.82,3.16,2.85
202008130140 ,1150.7,236.743,1387.443,2.5,7.78,3.15,2.84
202008130150 ,1145.3,235.891,1381.191,2.51,7.75,3.12,2.82
202008130200 ,1145.3,235.105,1380.405,2.49,7.72,3.09,2.8
202008130210 ,1139.3,233.206,1372.506,2.51,7.7,3.07,2.78
202008130220 ,1139.3,232.485,1371.785,2.49,7.67,3.04,2.75
202008130230 ,1139.3,230.978,1370.278,2.48,7.64,3.03,2.73
202008130240 ,1133.9,229.864,1363.764,2.47,7.62,3,2.7
202008130250 ,1133.3,229.013,1362.313,2.47,7.61,2.98,2.68
202008130300 ,1133.3,227.963,1361.263,2.49,7.59,2.96,2.65
202008130310 ,1133.3,227.113,1360.413,2.47,7.57,2.94,2.62
202008130320 ,1133.3,225.934,1359.234,2.47,7.56,2.93,2.59
202008130330 ,1133.3,225.147,1358.447,2.48,7.53,2.92,2.56
202008130340 ,1133.3,223.117,1356.417,2.46,7.52,2.9,2.53
202008130350 ,1133.3,220.103,1353.403,2.46,7.51,2.89,2.51
202008130400 ,1133.3,218.072,1351.372,2.48,7.5,2.88,2.48
202008130410 ,1133.3,218.4,1351.7,2.46,7.49,2.87,2.45
202008130420 ,1133.3,216.173,1349.473,2.49,7.49,2.86,2.42
202008130430 ,1133.3,215.844,1349.144,2.45,7.47,2.85,2.4
202008130440 ,1133.3,214.796,1348.096,2.47,7.47,2.84,2.37
202008130450 ,1133.3,214.796,1348.096,2.44,7.46,2.83,2.34
202008130500 ,1133.3,212.411,1345.711,2.48,7.46,2.83,2.32
202008130510 ,1133.3,211.953,1345.253,2.48,7.45,2.82,2.29
202008130520 ,1133.3,211.047,1344.347,2.47,7.45,2.81,2.27
202008130530 ,1133.3,208.819,1342.119,2.45,7.44,2.81,2.25
202008130540 ,1133.3,206.891,1340.191,2.48,7.44,2.81,2.22
202008130550 ,1133.3,203.693,1336.993,2.44,7.44,2.8,2.2
202008130600 ,1133.3,203.394,1336.694,2.45,7.43,2.8,2.18
202008130610 ,1133.3,200.425,1333.725,2.47,7.42,2.8,2.16
202008130620 ,1133.3,200.32,1333.62,2.47,7.42,2.79,2.14
202008130630 ,1133.3,198.222,1331.522,2.46,7.42,2.79,2.12
202008130640 ,1133.3,195.809,1329.109,2.44,7.42,2.78,2.1
202008130650 ,1133.3,194.865,1328.165,2.46,7.41,2.78,2.09
202008130700 ,1133.3,191.972,1325.272,2.46,7.41,2.78,2.07
202008130710 ,1133.3,189.729,1323.029,2.47,7.41,2.77,2.05
202008130720 ,1133.3,188.365,1321.665,2.48,7.41,2.77,2.04
202008130730 ,1133.3,187.316,1320.616,2.45,7.4,2.77,2.02
202008130740 ,1133.3,186.791,1320.091,2.46,7.4,2.77,2.01
202008130750 ,1133.3,184.798,1318.098,2.46,7.4,2.76,2
202008130800 ,1133.3,182.7,1316,2.44,7.4,2.76,1.98
202008130810 ,1133.3,181.021,1314.321,2.45,7.39,2.76,1.97
202008130820 ,1133.3,181.126,1314.426,2.44,7.39,2.75,1.96
202008130830 ,1129.28,178.083,1307.363,2.46,7.39,2.75,1.95
202008130840 ,1126.6,176.72,1303.32,2.47,7.38,2.75,1.94
202008130850 ,1126.6,174.726,1301.326,2.45,7.38,2.75,1.93
202008130900 ,1126.6,174.096,1300.696,2.46,7.37,2.75,1.92
202008130910 ,1126.6,173.991,1300.591,2.48,7.37,2.74,1.91
202008130920 ,1126.6,172.733,1299.333,2.48,7.37,2.74,1.89
202008130930 ,1124.2,171.264,1295.464,2.45,7.37,2.74,1.89
202008130940 ,1120.6,171.474,1292.074,2.45,7.37,2.74,1.88
202008130950 ,1120.6,169.06,1289.66,2.44,7.35,2.74,1.88
202008131000 ,1120.6,169.27,1289.87,2.42,7.35,2.73,1.87
202008131010 ,1120.6,168.221,1288.821,2.44,7.35,2.73,1.86
202008131020 ,1120.6,167.592,1288.192,2.46,7.35,2.73,1.85
202008131030 ,1115.2,165.703,1280.903,2.44,7.34,2.73,1.85
202008131040 ,1115.2,164.549,1279.749,2.44,7.34,2.73,1.84
202008131050 ,1115.2,164.235,1279.435,2.44,7.33,2.72,1.84
202008131100 ,1115.2,162.451,1277.651,2.46,7.33,2.72,1.84
202008131110 ,1115.2,163.095,1278.295,2.43,7.33,2.72,1.84
202008131120 ,1113.4,159.828,1273.228,2.45,7.32,2.71,1.85
202008131130 ,1109.2,161.162,1270.362,2.43,7.32,2.71,1.86
202008131140 ,1109.2,158.464,1267.664,2.42,7.31,2.71,1.88
202008131150 ,1109.2,157.415,1266.615,2.44,7.32,2.71,1.9
202008131200 ,1103.2,156.051,1259.251,2.44,7.31,2.7,1.92
202008131210 ,1103.2,154.477,1257.677,2.42,7.31,2.7,1.95
202008131220 ,1103.2,152.499,1255.699,2.42,7.3,2.7,1.97
202008131230 ,1103.2,151.75,1254.95,2.43,7.3,2.7,1.99
202008131240 ,1099.6,150.281,1249.881,2.43,7.29,2.7,2
202008131250 ,1097.2,149.441,1246.641,2.42,7.29,2.69,2.01
202008131300 ,1097.2,150.281,1247.481,2.42,7.28,2.69,2.02
202008131310 ,1096.12,145.155,1241.275,2.42,7.28,2.69,2.02
202008131320 ,1091.8,147.358,1239.158,2.42,7.27,2.68,2.01
202008131330 ,1091.8,147.073,1238.873,2.41,7.27,2.68,2.01
202008131340 ,1091.8,145.29,1237.09,2.42,7.26,2.68,2
202008131350 ,1091.2,143.791,1234.991,2.41,7.26,2.68,1.98
202008131400 ,1085.8,141.123,1226.923,2.4,7.25,2.68,1.97
202008131410 ,1084,141.588,1225.588,2.43,7.25,2.67,1.96
202008131420 ,1077.64,139.055,1216.695,2.41,7.25,2.67,1.95
202008131430 ,1072.6,139.264,1211.864,2.42,7.24,2.67,1.94
202008131440 ,1066.24,136.221,1202.461,2.39,7.24,2.66,1.93
202008131450 ,1057,136.117,1193.117,2.4,7.23,2.66,1.91
202008131500 ,1045.48,133.914,1179.394,2.37,7.23,2.65,1.9
202008131510 ,1033.48,134.978,1168.458,2.38,7.22,2.65,1.89
202008131520 ,1016.32,131.816,1148.136,2.36,7.22,2.65,1.88
202008131530 ,999.64,129.927,1129.567,2.35,7.21,2.65,1.87
202008131540 ,981.76,129.297,1111.057,2.34,7.2,2.65,1.85
202008131550 ,962.08,127.723,1089.803,2.3,7.19,2.64,1.85
202008131600 ,942.8,125.625,1068.425,2.3,7.17,2.64,1.83
202008131610 ,924.29,127.304,1051.594,2.27,7.16,2.63,1.82
202008131620 ,901.81,123.317,1025.127,2.24,7.14,2.62,1.81
202008131630 ,878.58,120.28,998.86,2.21,7.13,2.62,1.81
202008131640 ,857.81,120.589,978.399,2.2,7.11,2.61,1.78
202008131650 ,838.49,119.755,958.245,2.17,7.09,2.6,1.78
202008131700 ,818.4,119.54,937.94,2.15,7.06,2.59,1.76
202008131710 ,798.85,119.335,918.185,2.12,7.04,2.58,1.75
202008131720 ,778.72,119.016,897.736,2.09,7.01,2.56,1.74
202008131730 ,759.74,117.652,877.392,2.06,6.98,2.55,1.74
202008131740 ,743.82,114.194,858.014,2.04,6.94,2.53,1.72
202008131750 ,728.51,115.343,843.853,2.01,6.91,2.52,1.72
202008131800 ,713.65,107.443,821.093,1.99,6.87,2.5,1.71
202008131810 ,700.77,113.14,813.91,1.97,6.84,2.49,1.71
202008131820 ,688.66,115.144,803.804,1.94,6.81,2.47,1.7
202008131830 ,677.81,113.35,791.16,1.92,6.77,2.45,1.69
202008131840 ,667.24,115.134,782.374,1.9,6.73,2.43,1.68
202008131850 ,658.7,111.472,770.172,1.88,6.7,2.41,1.68
202008131900 ,648.9,112.406,761.306,1.86,6.66,2.39,1.67
202008131910 ,641.2,112.306,753.506,1.84,6.63,2.37,1.66
202008131920 ,634.9,108.536,743.436,1.82,6.59,2.34,1.65
202008131930 ,628.25,106.787,735.037,1.81,6.56,2.32,1.65
202008131940 ,621.95,105.484,727.434,1.8,6.52,2.3,1.64
202008131950 ,617.68,105.854,723.534,1.78,6.49,2.28,1.63
202008132000 ,612.15,106.439,718.589,1.77,6.45,2.27,1.62
202008132010 ,608.3,104.062,712.362,1.76,6.42,2.24,1.61
202008132020 ,605.15,103.318,708.468,1.74,6.4,2.23,1.6
202008132030 ,602,103.51,705.51,1.73,6.37,2.21,1.59
202008132040 ,599.55,103.461,703.011,1.72,6.34,2.19,1.59
202008132050 ,598.15,101.939,700.089,1.72,6.32,2.18,1.57
202008132100 ,595,100.972,695.972,1.71,6.3,2.16,1.56
202008132110 ,593.6,102.141,695.741,1.71,6.28,2.15,1.55
202008132120 ,591.5,100.9,692.4,1.7,6.26,2.13,1.54
202008132130 ,591.5,100.409,691.909,1.7,6.24,2.12,1.53
202008132140 ,591.5,99.119,690.619,1.69,6.22,2.11,1.51
202008132150 ,588.7,100.539,689.239,1.69,6.21,2.1,1.5
202008132200 ,588,97.887,685.887,1.68,6.19,2.09,1.49
202008132210 ,586.6,95.756,682.356,1.68,6.18,2.08,1.48
202008132220 ,584.5,96.961,681.461,1.68,6.16,2.07,1.46
202008132230 ,584.5,94.923,679.423,1.68,6.15,2.06,1.45
202008132240 ,584.5,95.293,679.793,1.68,6.14,2.05,1.44
202008132250 ,584.5,98.536,683.036,1.67,6.13,2.04,1.42
202008132300 ,584.15,97.61,681.76,1.67,6.12,2.04,1.41
202008132310 ,581,89.863,670.863,1.67,6.11,2.03,1.4
202008132320 ,581,95.533,676.533,1.67,6.1,2.02,1.39
202008132330 ,579.88,97.812,677.692,1.67,6.09,2.02,1.37
202008132340 ,578.2,93.811,672.011,1.66,6.09,2.01,1.36
202008132350 ,574.7,95.108,669.808,1.66,6.08,2.01,1.35
202008132400 ,571.55,95.015,666.565,1.66,6.07,2,1.35
202008140010 ,567,93.811,660.811,1.66,6.07,2,1.36
202008140020 ,563.15,94.857,658.007,1.65,6.06,1.99,1.39
202008140030 ,557.9,92.383,650.283,1.64,6.06,1.99,1.44
202008140040 ,551.95,91.244,643.194,1.64,6.05,1.99,1.51
202008140050 ,547.54,91.261,638.801,1.63,6.05,1.99,1.59
202008140100 ,540.4,92.912,633.312,1.62,6.04,1.98,1.69
202008140110 ,533.89,91.495,625.385,1.61,6.04,1.98,1.78
202008140120 ,527.45,92.28,619.73,1.61,6.03,1.98,1.86
202008140130 ,520.87,89.392,610.262,1.6,6.02,1.97,1.91
202008140140 ,513.45,90.517,603.967,1.58,6.02,1.97,1.94
202008140150 ,506.38,90.167,596.547,1.57,6.01,1.97,1.96
202008140200 ,499.1,89.642,588.742,1.56,6,1.96,1.96
202008140210 ,492.1,89.827,581.927,1.55,5.99,1.96,1.95
202008140220 ,485.8,86.491,572.291,1.53,5.98,1.95,1.93
202008140230 ,479.5,90.105,569.605,1.52,5.97,1.95,1.91
202008140240 ,473.2,90.105,563.305,1.51,5.96,1.94,1.89
202008140250 ,467.95,83.02,550.97,1.5,5.94,1.94,1.86
202008140300 ,462.49,89.364,551.854,1.49,5.93,1.93,1.83
202008140310 ,457.66,87.099,544.759,1.47,5.91,1.93,1.79
202008140320 ,452.9,87.169,540.069,1.46,5.9,1.92,1.77
202008140330 ,447.65,87.453,535.103,1.44,5.88,1.91,1.73
202008140340 ,443.59,87.233,530.823,1.43,5.86,1.91,1.7
202008140350 ,439.6,86.584,526.184,1.42,5.85,1.9,1.66
202008140400 ,436.1,86.879,522.979,1.41,5.83,1.89,1.63
202008140410 ,433.02,86.121,519.141,1.4,5.82,1.88,1.6
202008140420 ,430.5,84.824,515.324,1.39,5.8,1.88,1.57
202008140430 ,427.98,86.121,514.101,1.38,5.78,1.87,1.53
202008140440 ,425.25,83.897,509.147,1.38,5.77,1.86,1.5
202008140450 ,423.92,79.295,503.215,1.37,5.75,1.85,1.47
202008140500 ,421.4,83.248,504.648,1.36,5.73,1.84,1.44
202008140510 ,420,84.639,504.639,1.36,5.72,1.83,1.4
202008140520 ,417.9,84.656,502.556,1.35,5.7,1.83,1.38
202008140530 ,416.5,82.229,498.729,1.34,5.69,1.82,1.35
202008140540 ,415.1,83.156,498.256,1.34,5.68,1.81,1.32
202008140550 ,414.54,83.3,497.84,1.33,5.66,1.8,1.29
202008140600 ,412.3,82.415,494.715,1.33,5.65,1.79,1.27
202008140610 ,412.3,84.204,496.504,1.33,5.64,1.78,1.24
202008140620 ,412.3,84.111,496.411,1.32,5.63,1.78,1.22
202008140630 ,412.3,82.015,494.315,1.32,5.61,1.77,1.2
202008140640 ,410.9,81.627,492.527,1.32,5.6,1.76,1.18
202008140650 ,408.8,83.266,492.066,1.32,5.6,1.76,1.16
202008140700 ,408.8,81.355,490.155,1.31,5.59,1.75,1.15
202008140710 ,408.8,81.395,490.195,1.31,5.58,1.75,1.12
202008140720 ,408.8,81.152,489.952,1.31,5.57,1.74,1.1
202008140730 ,408.8,80.497,489.297,1.31,5.56,1.73,1.09
202008140740 ,408.8,82.594,491.394,1.31,5.56,1.73,1.08
202008140750 ,408.8,86.647,495.447,1.31,5.56,1.73,1.06
202008140800 ,408.8,88.315,497.115,1.31,5.55,1.72,1.05
202008140810 ,410.9,89.225,500.125,1.31,5.54,1.72,1.04
202008140820 ,412.3,90.474,502.774,1.31,5.54,1.72,1.02
202008140830 ,412.3,89.317,501.617,1.31,5.54,1.72,1.01
202008140840 ,412.3,89.815,502.115,1.31,5.53,1.71,1
202008140850 ,412.3,86.445,498.745,1.31,5.53,1.71,0.99
202008140900 ,412.3,82.015,494.315,1.31,5.53,1.71,0.98
202008140910 ,412.3,80.642,492.942,1.31,5.53,1.7,0.97
202008140920 ,412.3,80.272,492.572,1.31,5.53,1.7,0.96
202008140930 ,412.3,79.438,491.738,1.31,5.52,1.7,0.95
202008140940 ,412.3,78.957,491.257,1.31,5.52,1.7,0.94
202008140950 ,412.3,76.548,488.848,1.31,5.52,1.7,0.93
202008141000 ,412.3,79.345,491.645,1.31,5.51,1.69,0.93
202008141010 ,412.3,79.345,491.645,1.31,5.51,1.69,0.91
202008141020 ,412.3,79.16,491.46,1.31,5.51,1.69,0.91
202008141030 ,412.3,76.844,489.144,1.31,5.51,1.69,0.91
202008141040 ,412.3,78.141,490.441,1.31,5.5,1.69,0.89
202008141050 ,412.3,78.697,490.997,1.31,5.5,1.69,0.89
202008141100 ,412.3,76.658,488.958,1.31,5.52,1.69,0.88
202008141110 ,414.82,78.604,493.424,1.33,5.53,1.69,0.88
202008141120 ,419.65,79.067,498.717,1.34,5.55,1.7,0.88
202008141130 ,422.24,84.534,506.774,1.35,5.57,1.71,0.87
202008141140 ,426.65,87.221,513.871,1.36,5.57,1.72,0.87
202008141150 ,430.78,87.777,518.557,1.36,5.59,1.72,0.87
202008141200 ,434.35,89.259,523.609,1.37,5.6,1.73,0.87
202008141210 ,437.92,88.981,526.901,1.37,5.61,1.73,0.87
202008141220 ,439.6,88.425,528.025,1.39,5.63,1.74,0.88
202008141230 ,443.1,88.333,531.433,1.39,5.64,1.74,0.89
202008141240 ,445.62,89.63,535.25,1.4,5.65,1.75,0.92
202008141250 ,445.9,88.796,534.696,1.41,5.67,1.75,0.96
202008141300 ,445.9,89.68,535.58,1.41,5.69,1.76,1
202008141310 ,445.9,91.433,537.333,1.41,5.7,1.76,1.04
202008141320 ,446.95,91.393,538.343,1.41,5.72,1.77,1.08
202008141330 ,449.4,92.082,541.482,1.41,5.73,1.78,1.13
202008141340 ,449.4,94.64,544.04,1.41,5.74,1.78,1.15
202008141350 ,449.4,96.586,545.986,1.41,5.75,1.79,1.18
202008141400 ,449.4,99.431,548.831,1.41,5.76,1.8,1.2
202008141410 ,449.96,102.145,552.105,1.41,5.77,1.8,1.2
202008141420 ,452.2,105.48,557.68,1.41,5.78,1.81,1.2
202008141430 ,452.2,107.062,559.262,1.41,5.79,1.81,1.2
202008141440 ,452.2,111.827,564.027,1.41,5.79,1.82,1.19
202008141450 ,452.2,115.814,568.014,1.41,5.8,1.82,1.18
202008141500 ,452.2,122.844,575.044,1.41,5.8,1.82,1.17
202008141510 ,453.95,128.569,582.519,1.41,5.8,1.83,1.16
202008141520 ,455.7,135.308,591.008,1.41,5.81,1.83,1.15
202008141530 ,455.7,141.094,596.794,1.41,5.81,1.83,1.13
202008141540 ,455.7,147.179,602.879,1.41,5.81,1.83,1.12
202008141550 ,455.35,151.795,607.145,1.41,5.81,1.84,1.11
202008141600 ,452.2,158.3,610.5,1.41,5.8,1.84,1.1
202008141610 ,449.96,162.287,612.247,1.41,5.81,1.84,1.09
202008141620 ,446.6,163.306,609.906,1.41,5.81,1.84,1.07
202008141630 ,443.94,162.87,606.81,1.41,5.81,1.84,1.06
202008141640 ,439.39,164.04,603.43,1.4,5.81,1.84,1.05
202008141650 ,435.05,163.02,598.07,1.4,5.81,1.84,1.04
202008141700 ,430.5,162.406,592.906,1.39,5.81,1.84,1.03
202008141710 ,426.3,158.884,585.184,1.39,5.81,1.84,1.03
202008141720 ,420.63,156.696,577.326,1.38,5.81,1.84,1.01
202008141730 ,415.1,154.597,569.697,1.37,5.81,1.84,1.01
202008141740 ,408.66,152.529,561.189,1.36,5.81,1.84,1
202008141750 ,402.71,150.911,553.621,1.35,5.81,1.84,0.99
202008141800 ,396.76,147.867,544.627,1.34,5.81,1.84,0.99
202008141810 ,390.32,145.979,536.299,1.33,5.81,1.84,0.98
202008141820 ,384.23,143.041,527.271,1.32,5.81,1.84,0.98
202008141830 ,377.58,141.978,519.558,1.31,5.81,1.84,0.97
202008141840 ,371.7,141.199,512.899,1.3,5.81,1.84,0.97
202008141850 ,365.12,138.92,504.04,1.28,5.81,1.84,0.97
202008141900 ,359.52,134.978,494.498,1.27,5.8,1.84,0.98
202008141910 ,353.36,133.3,486.66,1.25,5.8,1.84,0.97
202008141920 ,347.62,132.16,479.78,1.24,5.8,1.84,0.97
202008141930 ,342.02,131.022,473.042,1.23,5.79,1.84,0.97
202008141940 ,336.14,129.643,465.783,1.21,5.78,1.84,0.95
202008141950 ,329.7,127.774,457.474,1.2,5.77,1.84,0.95
202008142000 ,323.54,126.81,450.35,1.18,5.76,1.84,0.96
202008142010 ,317.38,126.52,443.9,1.17,5.75,1.84,0.96
202008142020 ,312.9,126.165,439.065,1.15,5.73,1.83,0.96
202008142030 ,308.14,126.091,434.231,1.14,5.72,1.82,0.96
202008142040 ,303.66,126.28,429.94,1.13,5.7,1.82,0.96
202008142050 ,300.44,128.129,428.569,1.11,5.68,1.81,0.96
202008142100 ,295.96,128.908,424.868,1.1,5.67,1.81,0.95
202008142110 ,294,129.973,423.973,1.09,5.65,1.8,0.95
202008142120 ,294,132.176,426.176,1.07,5.63,1.79,0.95
202008142130 ,294,133.54,427.54,1.05,5.61,1.78,0.95
202008142140 ,294,134.799,428.799,1.05,5.59,1.77,0.95
202008142150 ,294,136.477,430.477,1.03,5.57,1.76,0.95
202008142200 ,294,138.546,432.546,1.02,5.55,1.75,0.95
